UsdCreate,Define World,Add 10000 Refs to 10 File(s),Save 10 File
30525400,1303700,6517863400,250520300
28642100,1379000,6451587000,238386400
29761300,1346400,6531607600,243730700
28841500,1254000,6627584000,244264500
34148900,1272000,6432906400,250331400
28688500,1301600,6473355400,238097700
28112300,1194900,6471462700,243364200
28219800,1204700,6591218800,239064700
29071800,1223400,6558139000,239493600
28762300,1164800,6470594700,235291300
28865000,1242000,6479253200,235607400
30455900,1326900,6454563800,245216600
28504600,1289900,6616710600,243220100
28468900,1320300,6545616300,238949000
28451100,1225700,6456342800,244441700
29238800,1357400,6420759500,242545100
29976300,1290700,6644195800,241763300
31137300,1281800,6646912500,248792300
30911800,1425500,6517369000,236174200
32406200,1302000,6483254800,239849200
29785300,1343700,6451655600,238758900
30212500,1305600,6473266800,251138500
29764700,1355000,6862786600,248761900
30813500,1294300,6445174300,252067900
27408400,1192700,6438296300,236952500
28841800,1276100,6455455300,235943700
31433500,1294100,6496069000,241751900
31286700,1326600,6689445200,238212300
30027400,1216000,6453406400,241239100
28678100,1299600,6456738600,240398800
27891300,1197400,6658122400,236517500
28328100,1255300,6458797100,240230900
28662500,1159800,6663105100,238403300
28517000,1299800,6461872400,237918000
27419700,1207200,6488722200,232084600
31600600,1422000,6453871700,252085300
32481800,1271700,6482121600,243399900
30455800,1294200,6666759900,254256900
30102300,1269300,6461186800,233982700
33892600,1355500,6771669900,258547800
30810100,1324000,6467556100,247176600
28829400,1359200,6470994500,235969600
29483500,1310200,6709944400,252732400
29294600,1292800,6456885400,238912400
30083500,1396000,6410910500,246749700
28757200,1253000,6516792300,244010200
30014700,1260400,6438976100,247142600
30393200,1214600,6672728900,252371700
29016400,1266000,6481088300,242681700
29657600,1201100,6430365800,255873700
29092600,1273600,6449702900,242887700
28627600,1245800,6497687900,239073600
29414600,1266900,6646037400,244035500
30795100,1308700,6449529800,247324700
28260700,1224300,6449787300,235345700
29288900,1268500,6489086500,259268400
30535600,1295900,6523060300,245327800
27789500,1162100,6604721300,237248400
29567500,1303100,6459481600,242031900
30567700,1222700,6417098600,239422500
28812100,1360400,6483965000,241828500
28572300,1278300,6593832600,240730600
30711500,1345900,6545935700,244662800
30095900,1213000,6453487400,254472700
29674400,1305200,6491636600,249499600
29858500,1287000,6579659100,257936600
28308400,1257800,6659303000,243093000
29539600,1245000,6669573900,233146900
29074300,1234200,6505144400,243727800
29361800,1315600,6475422400,240097700
28554900,1300800,6488337400,238911800
32889600,1338700,6714451400,252693100
31463000,1249900,6543328000,257702000
28937200,1266100,6520671200,237366200
31207800,1267900,6496274000,253209500
32033700,1434500,6478264100,250313000
31429100,1284700,6674788000,243558900
28737000,1306400,6466910100,241079400
31313800,1286700,6830130000,248142900
32512100,1296400,6552883500,252264100
28197100,1241600,6488144100,239351900
29799000,1321700,6689324200,250072300
29932300,1231800,6423665700,252126900
27519500,1190300,6422689900,240141600
28339100,1284400,6386276300,241379800
30544200,1240500,6394219800,239887900
30045800,1262200,6647481600,254810400
29932100,1296900,6426804800,244417500
29113300,1266800,6413249100,243992300
28922200,1262400,6393749600,247321800
29874400,1263800,6391775900,243115600
29343400,1297900,6631479600,252313300
28751100,1176900,6448753100,241475600
30659700,1331100,6431726500,255973800
30227500,1303400,6394848100,251847500
30431200,1247900,6402919900,248434600
31473300,1326300,6659886400,258914300
28849400,1218300,6414322300,241920200
29137600,1360300,6396497400,242656500
29240400,1320800,6394567200,243026700
